grupo_etario,entidad,sexo,nivel_educativo,conteo,porcentaje
18-75 años,Morelos,Hombres,Primaria completa (6 años),16,11.940298507462686
18-75 años,Morelos,Hombres,Primaria incompleta (1 a 5 años),11,8.208955223880597
18-75 años,Morelos,Hombres,Secundaria completa o equivalente (3 años),32,23.88059701492537
18-75 años,Morelos,Hombres,Secundaria incompleta (1 a 2 años),5,3.731343283582089
18-75 años,Morelos,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),67,19.142857142857142
18-75 años,Morelos,Mujeres,Bachillerato incompleto (1 a 2 años),19,5.428571428571429
18-75 años,Morelos,Mujeres,Estudios Universitarios completos (4 a 5 años),50,14.285714285714285
18-75 años,Morelos,Mujeres,Estudios Universitarios incompletos (1 a 3 años),4,1.1428571428571428
18-75 años,Morelos,Mujeres,Estudios de Posgrado (2 a 4 años),3,0.8571428571428572
18-75 años,Morelos,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Morelos,Mujeres,Primaria completa (6 años),55,15.714285714285714
18-75 años,Morelos,Mujeres,Primaria incompleta (1 a 5 años),21,6.0
18-75 años,Morelos,Mujeres,Secundaria completa o equivalente (3 años),119,34.0
18-75 años,Morelos,Mujeres,Secundaria incompleta (1 a 2 años),12,3.428571428571429
18-75 años,México,Hombres,Bachillerato completo o equivalente (aprox. 3 años),67,21.26984126984127
18-75 años,México,Hombres,Bachillerato incompleto (1 a 2 años),32,10.158730158730158
18-75 años,México,Hombres,Estudios Universitarios completos (4 a 5 años),41,13.015873015873018
18-75 años,México,Hombres,Estudios Universitarios incompletos (1 a 3 años),22,6.984126984126984
18-75 años,México,Hombres,Estudios de Posgrado (2 a 4 años),8,2.5396825396825395
18-75 años,México,Hombres,No sabe/No contesta,0,0.0
18-75 años,México,Hombres,Primaria completa (6 años),40,12.698412698412698
18-75 años,México,Hombres,Primaria incompleta (1 a 5 años),26,8.253968253968253
18-75 años,México,Hombres,Secundaria completa o equivalente (3 años),57,18.095238095238095
18-75 años,México,Hombres,Secundaria incompleta (1 a 2 años),22,6.984126984126984
18-75 años,México,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),138,22.92358803986711
18-75 años,México,Mujeres,Bachillerato incompleto (1 a 2 años),40,6.64451827242525
18-75 años,México,Mujeres,Estudios Universitarios completos (4 a 5 años),78,12.956810631229235
18-75 años,México,Mujeres,Estudios Universitarios incompletos (1 a 3 años),23,3.820598006644518
18-75 años,México,Mujeres,Estudios de Posgrado (2 a 4 años),9,1.495016611295681
18-75 años,México,Mujeres,No sabe/No contesta,0,0.0
18-75 años,México,Mujeres,Primaria completa (6 años),80,13.2890365448505
18-75 años,México,Mujeres,Primaria incompleta (1 a 5 años),36,5.980066445182724
18-75 años,México,Mujeres,Secundaria completa o equivalente (3 años),172,28.57142857142857
18-75 años,México,Mujeres,Secundaria incompleta (1 a 2 años),26,4.318936877076411
18-75 años,Nayarit,Hombres,Bachillerato completo o equivalente (aprox. 3 años),34,16.748768472906402
18-75 años,Nayarit,Hombres,Bachillerato incompleto (1 a 2 años),9,4.433497536945813
18-75 años,Nayarit,Hombres,Estudios Universitarios completos (4 a 5 años),25,12.31527093596059
18-75 años,Nayarit,Hombres,Estudios Universitarios incompletos (1 a 3 años),13,6.403940886699508
18-75 años,Nayarit,Hombres,Estudios de Posgrado (2 a 4 años),8,3.9408866995073892
18-75 años,Nayarit,Hombres,No sabe/No contesta,0,0.0
18-75 años,Nayarit,Hombres,Primaria completa (6 años),34,16.748768472906402
18-75 años,Nayarit,Hombres,Primaria incompleta (1 a 5 años),24,11.822660098522167
18-75 años,Nayarit,Hombres,Secundaria completa o equivalente (3 años),46,22.660098522167488
18-75 años,Nayarit,Hombres,Secundaria incompleta (1 a 2 años),10,4.926108374384237
18-75 años,Nayarit,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),105,21.04208416833667
18-75 años,Nayarit,Mujeres,Bachillerato incompleto (1 a 2 años),21,4.208416833667335
18-75 años,Nayarit,Mujeres,Estudios Universitarios completos (4 a 5 años),67,13.426853707414828
18-75 años,Nayarit,Mujeres,Estudios Universitarios incompletos (1 a 3 años),18,3.6072144288577155
18-75 años,Nayarit,Mujeres,Estudios de Posgrado (2 a 4 años),9,1.8036072144288577
18-75 años,Nayarit,Mujeres,No sabe/No contesta,2,0.4008016032064128
18-75 años,Nayarit,Mujeres,Primaria completa (6 años),71,14.228456913827655
18-75 años,Nayarit,Mujeres,Primaria incompleta (1 a 5 años),62,12.424849699398797
18-75 años,Nayarit,Mujeres,Secundaria completa o equivalente (3 años),119,23.847695390781563
18-75 años,Nayarit,Mujeres,Secundaria incompleta (1 a 2 años),25,5.01002004008016
18-75 años,Nuevo León,Hombres,Bachillerato completo o equivalente (aprox. 3 años),32,17.582417582417584
18-75 años,Nuevo León,Hombres,Bachillerato incompleto (1 a 2 años),11,6.043956043956044
18-75 años,Nuevo León,Hombres,Estudios Universitarios completos (4 a 5 años),30,16.483516483516482
18-75 años,Nuevo León,Hombres,Estudios Universitarios incompletos (1 a 3 años),9,4.945054945054945
18-75 años,Nuevo León,Hombres,Estudios de Posgrado (2 a 4 años),7,3.8461538461538463
18-75 años,Nuevo León,Hombres,No sabe/No contesta,0,0.0
18-75 años,Nuevo León,Hombres,Primaria completa (6 años),16,8.791208791208792
18-75 años,Nuevo León,Hombres,Primaria incompleta (1 a 5 años),10,5.4945054945054945
18-75 años,Nuevo León,Hombres,Secundaria completa o equivalente (3 años),55,30.21978021978022
18-75 años,Nuevo León,Hombres,Secundaria incompleta (1 a 2 años),12,6.593406593406594
18-75 años,Nuevo León,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),67,17.724867724867725
18-75 años,Nuevo León,Mujeres,Bachillerato incompleto (1 a 2 años),22,5.82010582010582
18-75 años,Nuevo León,Mujeres,Estudios Universitarios completos (4 a 5 años),53,14.02116402116402
18-75 años,Nuevo León,Mujeres,Estudios Universitarios incompletos (1 a 3 años),13,3.439153439153439
18-75 años,Nuevo León,Mujeres,Estudios de Posgrado (2 a 4 años),9,2.380952380952381
18-75 años,Nuevo León,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Nuevo León,Mujeres,Primaria completa (6 años),48,12.698412698412698
18-75 años,Nuevo León,Mujeres,Primaria incompleta (1 a 5 años),32,8.465608465608465
18-75 años,Nuevo León,Mujeres,Secundaria completa o equivalente (3 años),117,30.952380952380953
18-75 años,Nuevo León,Mujeres,Secundaria incompleta (1 a 2 años),17,4.497354497354497
18-75 años,Oaxaca,Hombres,Bachillerato completo o equivalente (aprox. 3 años),11,18.96551724137931
18-75 años,Oaxaca,Hombres,Bachillerato incompleto (1 a 2 años),2,3.4482758620689653
18-75 años,Oaxaca,Hombres,Estudios Universitarios completos (4 a 5 años),11,18.96551724137931
18-75 años,Oaxaca,Hombres,Estudios Universitarios incompletos (1 a 3 años),3,5.172413793103448
18-75 años,Oaxaca,Hombres,Estudios de Posgrado (2 a 4 años),2,3.4482758620689653
18-75 años,Oaxaca,Hombres,No sabe/No contesta,0,0.0
18-75 años,Oaxaca,Hombres,Primaria completa (6 años),14,24.137931034482758
18-75 años,Oaxaca,Hombres,Primaria incompleta (1 a 5 años),2,3.4482758620689653
18-75 años,Oaxaca,Hombres,Secundaria completa o equivalente (3 años),11,18.96551724137931
18-75 años,Oaxaca,Hombres,Secundaria incompleta (1 a 2 años),2,3.4482758620689653
18-75 años,Oaxaca,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),24,20.869565217391305
18-75 años,Oaxaca,Mujeres,Bachillerato incompleto (1 a 2 años),9,7.82608695652174
18-75 años,Oaxaca,Mujeres,Estudios Universitarios completos (4 a 5 años),12,10.434782608695652
18-75 años,Oaxaca,Mujeres,Estudios Universitarios incompletos (1 a 3 años),1,0.8695652173913043
18-75 años,Oaxaca,Mujeres,Estudios de Posgrado (2 a 4 años),3,2.608695652173913
18-75 años,Oaxaca,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Oaxaca,Mujeres,Primaria completa (6 años),12,10.434782608695652
18-75 años,Oaxaca,Mujeres,Primaria incompleta (1 a 5 años),15,13.043478260869565
18-75 años,Oaxaca,Mujeres,Secundaria completa o equivalente (3 años),34,29.565217391304348
18-75 años,Oaxaca,Mujeres,Secundaria incompleta (1 a 2 años),5,4.3478260869565215
18-75 años,Puebla,Hombres,Bachillerato completo o equivalente (aprox. 3 años),35,13.307984790874524
18-75 años,Puebla,Hombres,Bachillerato incompleto (1 a 2 años),21,7.984790874524715
18-75 años,Puebla,Hombres,Estudios Universitarios completos (4 a 5 años),33,12.547528517110266
18-75 años,Puebla,Hombres,Estudios Universitarios incompletos (1 a 3 años),22,8.365019011406844
18-75 años,Puebla,Hombres,Estudios de Posgrado (2 a 4 años),8,3.041825095057034
18-75 años,Puebla,Hombres,No sabe/No contesta,0,0.0
18-75 años,Puebla,Hombres,Primaria completa (6 años),47,17.870722433460077
18-75 años,Puebla,Hombres,Primaria incompleta (1 a 5 años),23,8.745247148288973
18-75 años,Puebla,Hombres,Secundaria completa o equivalente (3 años),52,19.771863117870723
18-75 años,Puebla,Hombres,Secundaria incompleta (1 a 2 años),22,8.365019011406844
18-75 años,Puebla,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),73,14.65863453815261
18-75 años,Puebla,Mujeres,Bachillerato incompleto (1 a 2 años),30,6.024096385542169
18-75 años,Puebla,Mujeres,Estudios Universitarios completos (4 a 5 años),45,9.036144578313253
18-75 años,Puebla,Mujeres,Estudios Universitarios incompletos (1 a 3 años),21,4.216867469879518
18-75 años,Puebla,Mujeres,Estudios de Posgrado (2 a 4 años),0,0.0
18-75 años,Puebla,Mujeres,No sabe/No contesta,2,0.4016064257028112
18-75 años,Puebla,Mujeres,Primaria completa (6 años),134,26.907630522088354
18-75 años,Puebla,Mujeres,Primaria incompleta (1 a 5 años),54,10.843373493975903
18-75 años,Puebla,Mujeres,Secundaria completa o equivalente (3 años),109,21.88755020080321
18-75 años,Puebla,Mujeres,Secundaria incompleta (1 a 2 años),30,6.024096385542169
18-75 años,Querétaro,Hombres,Bachillerato completo o equivalente (aprox. 3 años),67,17.819148936170212
18-75 años,Querétaro,Hombres,Bachillerato incompleto (1 a 2 años),32,8.51063829787234
18-75 años,Querétaro,Hombres,Estudios Universitarios completos (4 a 5 años),79,21.01063829787234
18-75 años,Querétaro,Hombres,Estudios Universitarios incompletos (1 a 3 años),29,7.712765957446808
18-75 años,Querétaro,Hombres,Estudios de Posgrado (2 a 4 años),10,2.6595744680851063
18-75 años,Querétaro,Hombres,No sabe/No contesta,3,0.7978723404255319
18-75 años,Querétaro,Hombres,Primaria completa (6 años),46,12.23404255319149
18-75 años,Querétaro,Hombres,Primaria incompleta (1 a 5 años),12,3.1914893617021276
18-75 años,Querétaro,Hombres,Secundaria completa o equivalente (3 años),80,21.27659574468085
18-75 años,Querétaro,Hombres,Secundaria incompleta (1 a 2 años),18,4.787234042553192
18-75 años,Querétaro,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),102,17.28813559322034
18-75 años,Querétaro,Mujeres,Bachillerato incompleto (1 a 2 años),37,6.271186440677965
18-75 años,Querétaro,Mujeres,Estudios Universitarios completos (4 a 5 años),90,15.254237288135593
18-75 años,Querétaro,Mujeres,Estudios Universitarios incompletos (1 a 3 años),48,8.135593220338983
18-75 años,Querétaro,Mujeres,Estudios de Posgrado (2 a 4 años),13,2.2033898305084745
18-75 años,Querétaro,Mujeres,No sabe/No contesta,1,0.1694915254237288
18-75 años,Querétaro,Mujeres,Primaria completa (6 años),68,11.525423728813559
18-75 años,Querétaro,Mujeres,Primaria incompleta (1 a 5 años),28,4.745762711864407
18-75 años,Querétaro,Mujeres,Secundaria completa o equivalente (3 años),161,27.288135593220336
18-75 años,Querétaro,Mujeres,Secundaria incompleta (1 a 2 años),42,7.118644067796611
18-75 años,Quintana Roo,Hombres,Bachillerato completo o equivalente (aprox. 3 años),14,35.0
18-75 años,Quintana Roo,Hombres,Bachillerato incompleto (1 a 2 años),4,10.0
18-75 años,Quintana Roo,Hombres,Estudios Universitarios completos (4 a 5 años),5,12.5
18-75 años,Quintana Roo,Hombres,Estudios Universitarios incompletos (1 a 3 años),2,5.0
18-75 años,Quintana Roo,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
18-75 años,Quintana Roo,Hombres,No sabe/No contesta,1,2.5
18-75 años,Quintana Roo,Hombres,Primaria completa (6 años),2,5.0
18-75 años,Quintana Roo,Hombres,Primaria incompleta (1 a 5 años),0,0.0
18-75 años,Quintana Roo,Hombres,Secundaria completa o equivalente (3 años),9,22.5
18-75 años,Quintana Roo,Hombres,Secundaria incompleta (1 a 2 años),3,7.5
18-75 años,Quintana Roo,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),7,14.285714285714285
18-75 años,Quintana Roo,Mujeres,Bachillerato incompleto (1 a 2 años),3,6.122448979591836
18-75 años,Quintana Roo,Mujeres,Estudios Universitarios completos (4 a 5 años),7,14.285714285714285
18-75 años,Quintana Roo,Mujeres,Estudios Universitarios incompletos (1 a 3 años),3,6.122448979591836
18-75 años,Quintana Roo,Mujeres,Estudios de Posgrado (2 a 4 años),1,2.0408163265306123
18-75 años,Quintana Roo,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Quintana Roo,Mujeres,Primaria completa (6 años),6,12.244897959183673
18-75 años,Quintana Roo,Mujeres,Primaria incompleta (1 a 5 años),1,2.0408163265306123
18-75 años,Quintana Roo,Mujeres,Secundaria completa o equivalente (3 años),17,34.69387755102041
18-75 años,Quintana Roo,Mujeres,Secundaria incompleta (1 a 2 años),4,8.16326530612245
18-75 años,San Luis Potosí,Hombres,Bachillerato completo o equivalente (aprox. 3 años),42,21.875
18-75 años,San Luis Potosí,Hombres,Bachillerato incompleto (1 a 2 años),13,6.770833333333333
18-75 años,San Luis Potosí,Hombres,Estudios Universitarios completos (4 a 5 años),43,22.395833333333336
18-75 años,San Luis Potosí,Hombres,Estudios Universitarios incompletos (1 a 3 años),12,6.25
18-75 años,San Luis Potosí,Hombres,Estudios de Posgrado (2 a 4 años),7,3.6458333333333335
18-75 años,San Luis Potosí,Hombres,No sabe/No contesta,0,0.0
18-75 años,San Luis Potosí,Hombres,Primaria completa (6 años),17,8.854166666666668
18-75 años,San Luis Potosí,Hombres,Primaria incompleta (1 a 5 años),5,2.604166666666667
18-75 años,San Luis Potosí,Hombres,Secundaria completa o equivalente (3 años),46,23.958333333333336
18-75 años,San Luis Potosí,Hombres,Secundaria incompleta (1 a 2 años),7,3.6458333333333335
18-75 años,San Luis Potosí,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),117,25.657894736842106
18-75 años,San Luis Potosí,Mujeres,Bachillerato incompleto (1 a 2 años),22,4.824561403508771
18-75 años,San Luis Potosí,Mujeres,Estudios Universitarios completos (4 a 5 años),59,12.938596491228072
18-75 años,San Luis Potosí,Mujeres,Estudios Universitarios incompletos (1 a 3 años),27,5.921052631578947
18-75 años,San Luis Potosí,Mujeres,Estudios de Posgrado (2 a 4 años),11,2.4122807017543857
18-75 años,San Luis Potosí,Mujeres,No sabe/No contesta,1,0.21929824561403508
18-75 años,San Luis Potosí,Mujeres,Primaria completa (6 años),45,9.868421052631579
18-75 años,San Luis Potosí,Mujeres,Primaria incompleta (1 a 5 años),27,5.921052631578947
18-75 años,San Luis Potosí,Mujeres,Secundaria completa o equivalente (3 años),130,28.50877192982456
18-75 años,San Luis Potosí,Mujeres,Secundaria incompleta (1 a 2 años),17,3.7280701754385963
18-75 años,Sinaloa,Hombres,Bachillerato completo o equivalente (aprox. 3 años),50,15.873015873015872
18-75 años,Sinaloa,Hombres,Bachillerato incompleto (1 a 2 años),31,9.841269841269842
18-75 años,Sinaloa,Hombres,Estudios Universitarios completos (4 a 5 años),71,22.53968253968254
18-75 años,Sinaloa,Hombres,Estudios Universitarios incompletos (1 a 3 años),12,3.8095238095238098
18-75 años,Sinaloa,Hombres,Estudios de Posgrado (2 a 4 años),6,1.9047619047619049
18-75 años,Sinaloa,Hombres,No sabe/No contesta,1,0.31746031746031744
18-75 años,Sinaloa,Hombres,Primaria completa (6 años),47,14.920634920634921
18-75 años,Sinaloa,Hombres,Primaria incompleta (1 a 5 años),18,5.714285714285714
18-75 años,Sinaloa,Hombres,Secundaria completa o equivalente (3 años),53,16.825396825396826
18-75 años,Sinaloa,Hombres,Secundaria incompleta (1 a 2 años),26,8.253968253968253
18-75 años,Sinaloa,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),89,14.401294498381878
18-75 años,Sinaloa,Mujeres,Bachillerato incompleto (1 a 2 años),50,8.090614886731391
18-75 años,Sinaloa,Mujeres,Estudios Universitarios completos (4 a 5 años),131,21.197411003236247
18-75 años,Sinaloa,Mujeres,Estudios Universitarios incompletos (1 a 3 años),26,4.207119741100324
18-75 años,Sinaloa,Mujeres,Estudios de Posgrado (2 a 4 años),10,1.6181229773462782
18-75 años,Sinaloa,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Sinaloa,Mujeres,Primaria completa (6 años),94,15.210355987055015
18-75 años,Sinaloa,Mujeres,Primaria incompleta (1 a 5 años),38,6.148867313915858
18-75 años,Sinaloa,Mujeres,Secundaria completa o equivalente (3 años),143,23.13915857605178
18-75 años,Sinaloa,Mujeres,Secundaria incompleta (1 a 2 años),37,5.9870550161812295
18-75 años,Sonora,Hombres,Bachillerato completo o equivalente (aprox. 3 años),53,15.727002967359049
18-75 años,Sonora,Hombres,Bachillerato incompleto (1 a 2 años),40,11.869436201780417
18-75 años,Sonora,Hombres,Estudios Universitarios completos (4 a 5 años),49,14.540059347181009
18-75 años,Sonora,Hombres,Estudios Universitarios incompletos (1 a 3 años),17,5.044510385756676
18-75 años,Sonora,Hombres,Estudios de Posgrado (2 a 4 años),7,2.0771513353115725
18-75 años,Sonora,Hombres,No sabe/No contesta,1,0.2967359050445104
18-75 años,Sonora,Hombres,Primaria completa (6 años),37,10.979228486646884
18-75 años,Sonora,Hombres,Primaria incompleta (1 a 5 años),19,5.637982195845697
18-75 años,Sonora,Hombres,Secundaria completa o equivalente (3 años),83,24.629080118694365
18-75 años,Sonora,Hombres,Secundaria incompleta (1 a 2 años),31,9.198813056379821
18-75 años,Sonora,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),100,18.975332068311197
18-75 años,Sonora,Mujeres,Bachillerato incompleto (1 a 2 años),33,6.261859582542694
18-75 años,Sonora,Mujeres,Estudios Universitarios completos (4 a 5 años),74,14.041745730550284
18-75 años,Sonora,Mujeres,Estudios Universitarios incompletos (1 a 3 años),34,6.451612903225806
18-75 años,Sonora,Mujeres,Estudios de Posgrado (2 a 4 años),8,1.5180265654648957
18-75 años,Sonora,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Sonora,Mujeres,Primaria completa (6 años),61,11.57495256166983
18-75 años,Sonora,Mujeres,Primaria incompleta (1 a 5 años),28,5.313092979127135
18-75 años,Sonora,Mujeres,Secundaria completa o equivalente (3 años),148,28.083491461100568
18-75 años,Sonora,Mujeres,Secundaria incompleta (1 a 2 años),41,7.7798861480075905
18-75 años,Tabasco,Hombres,Bachillerato completo o equivalente (aprox. 3 años),41,19.617224880382775
18-75 años,Tabasco,Hombres,Bachillerato incompleto (1 a 2 años),8,3.827751196172249
18-75 años,Tabasco,Hombres,Estudios Universitarios completos (4 a 5 años),46,22.00956937799043
18-75 años,Tabasco,Hombres,Estudios Universitarios incompletos (1 a 3 años),12,5.741626794258373
18-75 años,Tabasco,Hombres,Estudios de Posgrado (2 a 4 años),5,2.3923444976076556
18-75 años,Tabasco,Hombres,No sabe/No contesta,1,0.4784688995215311
18-75 años,Tabasco,Hombres,Primaria completa (6 años),22,10.526315789473683
18-75 años,Tabasco,Hombres,Primaria incompleta (1 a 5 años),19,9.090909090909092
18-75 años,Tabasco,Hombres,Secundaria completa o equivalente (3 años),50,23.923444976076556
18-75 años,Tabasco,Hombres,Secundaria incompleta (1 a 2 años),5,2.3923444976076556
18-75 años,Tabasco,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),91,22.97979797979798
18-75 años,Tabasco,Mujeres,Bachillerato incompleto (1 a 2 años),18,4.545454545454546
18-75 años,Tabasco,Mujeres,Estudios Universitarios completos (4 a 5 años),46,11.616161616161616
18-75 años,Tabasco,Mujeres,Estudios Universitarios incompletos (1 a 3 años),10,2.525252525252525
18-75 años,Tabasco,Mujeres,Estudios de Posgrado (2 a 4 años),9,2.272727272727273
18-75 años,Tabasco,Mujeres,No sabe/No contesta,1,0.25252525252525254
18-75 años,Tabasco,Mujeres,Primaria completa (6 años),54,13.636363636363635
18-75 años,Tabasco,Mujeres,Primaria incompleta (1 a 5 años),33,8.333333333333332
18-75 años,Tabasco,Mujeres,Secundaria completa o equivalente (3 años),117,29.545454545454547
18-75 años,Tabasco,Mujeres,Secundaria incompleta (1 a 2 años),17,4.292929292929292
18-75 años,Tamaulipas,Hombres,Bachillerato completo o equivalente (aprox. 3 años),69,22.475570032573287
18-75 años,Tamaulipas,Hombres,Bachillerato incompleto (1 a 2 años),20,6.514657980456026
18-75 años,Tamaulipas,Hombres,Estudios Universitarios completos (4 a 5 años),69,22.475570032573287
18-75 años,Tamaulipas,Hombres,Estudios Universitarios incompletos (1 a 3 años),17,5.537459283387622
18-75 años,Tamaulipas,Hombres,Estudios de Posgrado (2 a 4 años),7,2.2801302931596092
18-75 años,Tamaulipas,Hombres,No sabe/No contesta,1,0.32573289902280134
18-75 años,Tamaulipas,Hombres,Primaria completa (6 años),45,14.65798045602606
18-75 años,Tamaulipas,Hombres,Primaria incompleta (1 a 5 años),12,3.908794788273615
18-75 años,Tamaulipas,Hombres,Secundaria completa o equivalente (3 años),47,15.309446254071663
18-75 años,Tamaulipas,Hombres,Secundaria incompleta (1 a 2 años),20,6.514657980456026
18-75 años,Tamaulipas,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),125,21.853146853146853
18-75 años,Tamaulipas,Mujeres,Bachillerato incompleto (1 a 2 años),34,5.944055944055944
18-75 años,Tamaulipas,Mujeres,Estudios Universitarios completos (4 a 5 años),84,14.685314685314685
18-75 años,Tamaulipas,Mujeres,Estudios Universitarios incompletos (1 a 3 años),29,5.06993006993007
18-75 años,Tamaulipas,Mujeres,Estudios de Posgrado (2 a 4 años),14,2.4475524475524475
18-75 años,Tamaulipas,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Tamaulipas,Mujeres,Primaria completa (6 años),80,13.986013986013987
18-75 años,Tamaulipas,Mujeres,Primaria incompleta (1 a 5 años),32,5.594405594405594
18-75 años,Tamaulipas,Mujeres,Secundaria completa o equivalente (3 años),137,23.95104895104895
18-75 años,Tamaulipas,Mujeres,Secundaria incompleta (1 a 2 años),37,6.468531468531468
18-75 años,Tlaxcala,Hombres,Bachillerato completo o equivalente (aprox. 3 años),73,17.505995203836928
18-75 años,Tlaxcala,Hombres,Bachillerato incompleto (1 a 2 años),23,5.515587529976019
18-75 años,Tlaxcala,Hombres,Estudios Universitarios completos (4 a 5 años),80,19.18465227817746
18-75 años,Tlaxcala,Hombres,Estudios Universitarios incompletos (1 a 3 años),30,7.194244604316546
18-75 años,Tlaxcala,Hombres,Estudios de Posgrado (2 a 4 años),4,0.9592326139088728
18-75 años,Tlaxcala,Hombres,No sabe/No contesta,0,0.0
18-75 años,Tlaxcala,Hombres,Primaria completa (6 años),66,15.827338129496402
18-75 años,Tlaxcala,Hombres,Primaria incompleta (1 a 5 años),20,4.796163069544365
18-75 años,Tlaxcala,Hombres,Secundaria completa o equivalente (3 años),99,23.741007194244602
18-75 años,Tlaxcala,Hombres,Secundaria incompleta (1 a 2 años),22,5.275779376498801
18-75 años,Tlaxcala,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),211,22.566844919786096
18-75 años,Tlaxcala,Mujeres,Bachillerato incompleto (1 a 2 años),43,4.598930481283422
18-75 años,Tlaxcala,Mujeres,Estudios Universitarios completos (4 a 5 años),118,12.620320855614972
18-75 años,Tlaxcala,Mujeres,Estudios Universitarios incompletos (1 a 3 años),31,3.3155080213903747
18-75 años,Tlaxcala,Mujeres,Estudios de Posgrado (2 a 4 años),8,0.8556149732620321
18-75 años,Tlaxcala,Mujeres,No sabe/No contesta,2,0.21390374331550802
18-75 años,Tlaxcala,Mujeres,Primaria completa (6 años),152,16.25668449197861
18-75 años,Tlaxcala,Mujeres,Primaria incompleta (1 a 5 años),50,5.347593582887701
18-75 años,Tlaxcala,Mujeres,Secundaria completa o equivalente (3 años),283,30.267379679144383
18-75 años,Tlaxcala,Mujeres,Secundaria incompleta (1 a 2 años),37,3.9572192513368987
18-75 años,Veracruz,Hombres,Bachillerato completo o equivalente (aprox. 3 años),46,16.666666666666664
18-75 años,Veracruz,Hombres,Bachillerato incompleto (1 a 2 años),15,5.434782608695652
18-75 años,Veracruz,Hombres,Estudios Universitarios completos (4 a 5 años),25,9.057971014492754
18-75 años,Veracruz,Hombres,Estudios Universitarios incompletos (1 a 3 años),17,6.159420289855073
18-75 años,Veracruz,Hombres,Estudios de Posgrado (2 a 4 años),6,2.1739130434782608
18-75 años,Veracruz,Hombres,No sabe/No contesta,0,0.0
18-75 años,Veracruz,Hombres,Primaria completa (6 años),58,21.014492753623188
18-75 años,Veracruz,Hombres,Primaria incompleta (1 a 5 años),30,10.869565217391305
18-75 años,Veracruz,Hombres,Secundaria completa o equivalente (3 años),67,24.27536231884058
18-75 años,Veracruz,Hombres,Secundaria incompleta (1 a 2 años),12,4.3478260869565215
18-75 años,Veracruz,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),105,16.853932584269664
18-75 años,Veracruz,Mujeres,Bachillerato incompleto (1 a 2 años),30,4.815409309791333
18-75 años,Veracruz,Mujeres,Estudios Universitarios completos (4 a 5 años),55,8.828250401284109
18-75 años,Veracruz,Mujeres,Estudios Universitarios incompletos (1 a 3 años),27,4.333868378812198
18-75 años,Veracruz,Mujeres,Estudios de Posgrado (2 a 4 años),5,0.8025682182985553
18-75 años,Veracruz,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Veracruz,Mujeres,Primaria completa (6 años),115,18.45906902086677
18-75 años,Veracruz,Mujeres,Primaria incompleta (1 a 5 años),103,16.53290529695024
18-75 años,Veracruz,Mujeres,Secundaria completa o equivalente (3 años),139,22.31139646869984
18-75 años,Veracruz,Mujeres,Secundaria incompleta (1 a 2 años),44,7.062600321027287
18-75 años,Yucatán,Hombres,Bachillerato completo o equivalente (aprox. 3 años),79,24.382716049382715
18-75 años,Yucatán,Hombres,Bachillerato incompleto (1 a 2 años),24,7.4074074074074066
18-75 años,Yucatán,Hombres,Estudios Universitarios completos (4 a 5 años),63,19.444444444444446
18-75 años,Yucatán,Hombres,Estudios Universitarios incompletos (1 a 3 años),17,5.246913580246913
18-75 años,Yucatán,Hombres,Estudios de Posgrado (2 a 4 años),17,5.246913580246913
18-75 años,Yucatán,Hombres,No sabe/No contesta,0,0.0
18-75 años,Yucatán,Hombres,Primaria completa (6 años),17,5.246913580246913
18-75 años,Yucatán,Hombres,Primaria incompleta (1 a 5 años),17,5.246913580246913
18-75 años,Yucatán,Hombres,Secundaria completa o equivalente (3 años),63,19.444444444444446
18-75 años,Yucatán,Hombres,Secundaria incompleta (1 a 2 años),27,8.333333333333332
18-75 años,Yucatán,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),109,25.647058823529413
18-75 años,Yucatán,Mujeres,Bachillerato incompleto (1 a 2 años),37,8.705882352941176
18-75 años,Yucatán,Mujeres,Estudios Universitarios completos (4 a 5 años),52,12.23529411764706
18-75 años,Yucatán,Mujeres,Estudios Universitarios incompletos (1 a 3 años),23,5.411764705882352
